bookID,isbn13,title,authors,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,Date
2968,9780553211955,The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,4.28,eng,848,5710,142,1984-03-01
2971,9780060955427,The Autobiography of Mark Twain,Mark Twain/Charles Neider,4.05,eng,508,2871,209,2000-11-28
2973,9780940450738,Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd,4.39,eng,1050,207,10,1992-10-15
2978,9780060594527,Lost Horizon,James Hilton,3.92,eng,241,11892,955,2004-06-15
2988,9781589199507,Louisa May Alcott's Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.96,eng,282,715,44,2002-06-01
2997,9780671019877,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,eng,361,1817,123,2003-10-28
2998,9780517189603,The Secret Garden,Frances Hodgson Burnett,4.13,eng,331,764134,11796,1998-09-01
3003,9780451528834,The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert,4.13,eng,281,1739,116,2003-07-01
3004,9781402713194,The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.33,eng,160,1653,76,2005-03-01
3006,9780142437056,The Secret Garden,Frances Hodgson Burnett/Alison Lurie,4.13,en-GB,288,517,13,2003-01-30
3008,9780142437018,A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.2,eng,242,238192,4392,2002-02-26
3011,9780879237905,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite,3.8,eng,274,23,7,1994-09-01
3014,9780060277406,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See,4.3,eng,128,150,23,1999-03-19
3023,9780465081455,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.32,eng,448,5899,475,2003-12-24
3025,9780465002603,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.32,eng,627,328,43,2007-04-03
3040,9781594030864,Black Rednecks and White Liberals,Thomas Sowell,4.38,eng,372,2579,301,2005-06-01
3041,9780465081431,Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,eng,256,1546,122,2003-11-13
3042,9780465037384,Knowledge And Decisions,Thomas Sowell,4.39,eng,422,766,47,1996-10-04
3047,9780465081424,A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.31,eng,304,1797,166,2002-01-03
3051,9780744520057,Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,3.91,eng,29,65,9,1991-06-27
3053,9780916856595,Alcoholics Anonymous,Alcoholics Anonymous,4.45,eng,250,22,0,1993-08-01
3055,9781893007161,Alcoholics Anonymous,Alcoholics Anonymous,4.45,en-US,576,495,30,2002-02-10
3056,9780960989867,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.36,en-US,221,213,10,1993-01-01
3061,9780395530078,The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.9,en-US,240,39369,80,1990-02-01
3065,9780618479030,Natural Health  Natural Medicine,Andrew Weil,4.11,en-US,448,580,41,2004-12-09
3066,9780374529383,The Fixer,Bernard Malamud/Jonathan Safran Foer,3.96,eng,335,8624,409,2004-05-05
3067,9780374525750,The Complete Stories,Bernard Malamud/Robert Giroux,4.22,en-US,656,712,51,1998-10-12
3068,9780374504847,The Assistant,Bernard Malamud/Jonathan Rosen,3.89,en-US,246,8073,319,2003-07-07
3070,9780878054909,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4,eng,184,4,0,1991-03-01
3072,9780374521028,The Tenants,Bernard Malamud/Aleksandar Hemon,3.65,eng,248,662,50,2003-09-18
3075,9780822219750,Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,3.61,eng,73,67,6,2004-04-07
3084,9783458334224,April  May und June,Elizabeth von Arnim,3.88,ger,88,0,0,1995-04-01
3087,9781420925432,A Room with a View,E.M. Forster,3.91,eng,119,128596,3422,2005-01-01
3088,9780451521415,A Room with a View / Howards End,E.M. Forster/Benjamin DeMott,4.1,eng,449,2450,113,1986-02-04
3100,9780811202107,E.M. Forster: Critical Guidebook,Lionel Trilling/E.M. Forster,3.51,eng,208,6,0,1971-01-17
3101,9780141441481,The Longest Journey,E.M. Forster/Gilbert Adair/Elizabeth Heine,3.48,eng,396,1665,125,2006-07-27
3102,9780486424545,Howards End,E.M. Forster,3.96,eng,246,54765,1437,2002-10-29
3103,9780393310320,Maurice,E.M. Forster,4.03,eng,256,21997,1005,2005-12-17
3104,9780156286510,E. M. Forster: A Life,P.N. Furbank,4.14,eng,648,141,11,1994-05-02
3105,9780141183350,Howards End,E.M. Forster,3.96,eng,352,368,26,2000-09-28
3107,9780385314695,The Sixteen Pleasures,Robert Hellenga,3.59,eng,384,2699,336,1995-05-01
3113,9781594200939,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,eng,336,3259,187,2006-05-18
3117,9780439847797,The Rescue (Kidnapped  #3),Gordon Korman,4.11,eng,140,1864,117,2006-09-01
3119,9780439651417,Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,eng,151,1928,85,2006-02-01
3120,9780439651400,Public Enemies (On The Run  #5),Gordon Korman,4.19,eng,150,2050,76,2005-12-01
3130,9780380777587,Runaway Bride,Deborah  Gordon,4.25,eng,390,8,0,1994-09-28
3142,9781860460586,The Bridge over the Drina,Ivo Andrić/William H. McNeill,4.33,eng,314,254,35,1995-04-05
3144,9780750000338,Drina Dances in Paris,Jean Estoril,4.16,eng,194,14,4,1991-04-01
3145,9780750005944,Drina Ballerina,Jean Estoril,4.16,eng,188,8,1,1991-01-17
3147,9782253933212,Le Pont sur la Drina,Ivo Andrić/Pascale Delpech,4.33,fre,384,69,10,1999-07-05
3152,9780750012638,Drina Dances in Italy,Jean Estoril,4.08,eng,191,21,0,1992-08-31
3155,9780750002462,Drina Goes on Tour,Jean Estoril/Mabel Esther Allan,4.26,eng,188,112,7,1991-10-20
3156,9780750002424,Drina Dances in Madeira,Jean Estoril/Mabel Esther Allan,4.09,eng,164,139,6,1991-02-06
3167,9781420926842,Phaedrus/Apology/Crito/Symposium,Plato/Benjamin Jowett,3,en-US,144,19,0,2006-01-01
3207,9780300044881,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen,4.17,eng,352,114,11,1989-09-10
3231,9780486427591,Gorgias/Timaeus,Plato/Benjamin Jowett,3.74,eng,256,34,5,2003-07-15
3232,9780674993389,Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle/W.S. Hett,4.57,grc,528,14,0,1963-06-28
3248,9780872203600,Aristophanes I: Clouds/Wasps/Birds,Aristophanes/Peter Meineck/Ian C. Storey,3.77,eng,480,100,9,1998-09-01
3254,9781420927320,The Trojan Women,Euripides/Gilbert Murray,3.89,eng,80,4577,126,2006-01-01
3258,9780226307756,Greek Tragedies  Volume 2,David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,4.29,eng,304,327,12,1960-02-15
3273,9780312304355,Moloka'i (Moloka'i #1),Alan Brennert,4.17,eng,405,91395,8192,2004-10-04
3280,9781416600305,Teaching with the Brain in Mind,Eric Jensen,4.11,eng,186,592,49,2005-06-15
3283,9781840466386,Introducing Mind and Brain (Introducing...),Angus Gellatly/Oscar Zárate/Richard Appignanesi,3.54,en-GB,176,26,1,2001-05-10
3290,9780553383829,Eva Luna,Isabel Allende/Margaret Sayers Peden,3.97,eng,320,430,23,2005-08-30
3291,9780743217187,The Stories of Eva Luna,Isabel Allende,3.97,eng,352,12839,375,2001-11-13
3293,9780070013568,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende/Richard D. Woods/Kenneth M. Taggart,3.97,eng,256,10,1,1994-12-01
3298,9780060816193,El bosque de los pigmeos,Isabel Allende,3.77,spa,304,1099,46,2005-09-06
3300,9780061161537,Inés of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,eng,321,15345,1075,2006-11-07
3301,9780060951306,La casa de los espíritus,Isabel Allende,4.23,spa,454,608,38,2001-09-18
3302,9780060951276,El plan infinito,Isabel Allende,3.72,spa,336,514,33,2002-05-14
3303,9780060591717,El reino del dragón de oro,Isabel Allende,3.84,spa,432,1189,51,2004-09-07
3304,9780060535032,City of the Beasts (Eagle and Jaguar  #1),Isabel Allende/Margaret Sayers Peden,3.71,eng,408,17962,778,2004-04-27
3311,9780571219766,Self,Yann Martel,3.43,eng,331,2359,146,2003-04-07
3316,9783518399606,Die Brücke über die Drina,Ivo Andrić/Ernst E. Jonas,4.33,ger,407,9,0,2003-03-01
3325,9780750002448,Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,4.02,eng,188,13,1,1993-08-23
3340,9780399239984,The Story of Salt,Mark Kurlansky/S.D. Schindler,4.08,eng,48,382,85,2006-09-07
3341,9780679643357,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,4,eng,203,768,96,2006-09-12
3343,9780345448194,Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,eng,319,191,26,2006-02-28
3344,9780140275018,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.91,eng,294,970,104,1998-07-01
3345,9780345455826,1968: The Year That Rocked the World,Mark Kurlansky,3.78,eng,480,2046,248,2005-01-11
3346,9780345448149,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,eng,456,51,2,2002-03-26
3347,9780140298512,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.85,eng,400,3457,329,2001-02-01
3348,9780399234767,The Cod's Tale,Mark Kurlansky/S.D. Schindler,3.91,eng,48,127,25,2001-09-10
3351,9781890447175,Open City 6: The Only Woman He Ever Left,Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,0,eng,200,0,0,2000-10-13
3357,9780613359603,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,spa,254,142,12,2001-03-06
3359,9780141185477,Angle of Repose,Wallace Stegner/Jackson J. Benson,4.27,eng,557,856,146,2000-12-01
3368,9780321344755,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.25,en-US,201,7736,641,2005-08-28
3384,9780060987329,Girlfriend in a Coma,Douglas Coupland,3.62,eng,288,15798,612,1999-03-01
3388,9780679763970,Corelli's Mandolin,Louis de Bernières,3.98,eng,437,62954,1791,1995-08-29
3402,9780156030489,Kiffe Kiffe Tomorrow,Faïza Guène/Sarah    Adams,3.4,eng,179,1084,131,2006-07-03
3403,9780060984380,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.72,en-US,406,1170,117,1999-12-22
3404,9780060184124,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.95,eng,480,138,29,2006-06-27
3409,9780815412182,Temptations,Otis Williams/Patricia Romanowski,4.19,eng,304,99,16,2002-06-25
3413,9780060837556,The Thorn Birds,Colleen McCullough,4.23,eng,673,533,66,2005-09-06
3416,9780060510855,Caesar (Masters of Rome  #5),Colleen McCullough,4.37,eng,928,5991,120,2003-01-28
3417,9780380710843,Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.25,eng,943,5423,157,1997-02-01
3418,9780743286428,On  Off (Carmine Delmonico  #1),Colleen McCullough,3.52,eng,372,1182,175,2006-05-23
3419,9780517201664,Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,en-US,768,39,7,1999-02-14
3420,9780671024185,Morgan's Run,Colleen McCullough,3.95,eng,848,3478,191,2002-01-01
3421,9780671024208,The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.29,eng,1110,4291,119,2003-10-28
3422,9780688093686,The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.11,eng,896,311,49,1990-09-28
3424,9780380710829,The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.3,eng,1104,9623,199,1992-07-01
3425,9780380711963,Tim,Colleen McCullough,3.81,eng,288,153,17,1990-11-01
3426,9780764586682,O'Brien's the Things They Carried,Jill Colella/CliffsNotes,3.69,eng,128,24,2,2000-12-14
3431,9781401308582,The Five People You Meet in Heaven,Mitch Albom,3.93,eng,196,520051,16562,2003-09-23
3437,9780099450252,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,eng,272,16588,1606,2004-04-15
3438,9780099456766,The Curious Incident of the Dog In the Night-time,Mark Haddon,3.88,eng,268,6124,754,2004-04-01
3439,9780385662239,The Curious Incident of the Dog in the Night-time,Mark Haddon,3.88,eng,240,34,6,2006-03-28
3444,9780767904414,Northern Lights,Tim O'Brien,3.29,eng,372,981,69,1999-09-01
3445,9780767904438,If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,eng,225,7763,362,1999-09-01
3446,9780767904421,Going After Cacciato,Tim O'Brien,3.91,eng,351,10384,637,1999-09-01
3447,9780618709861,In the Lake of the Woods,Tim O'Brien,3.78,eng,303,14655,1211,2006-09-01
3449,9780140259100,The Nuclear Age,Tim O'Brien,3.45,eng,320,945,61,1996-12-01
3462,9780446696128,The Rescue,Nicholas Sparks,4.11,eng,352,154933,3141,2005-04-01
3463,9780446696135,A Bend in the Road,Nicholas Sparks,4.03,eng,341,125693,3229,2005-04-01
3464,9780446696517,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.8,eng,465,68228,2425,2006-04-11
3465,9780446694858,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,4.03,eng,368,36784,2658,2006-01-03
3466,9780446615860,The Wedding (The Notebook  #2),Nicholas Sparks,3.99,eng,276,126629,5295,2005-08-01
3468,9788496284531,El Guardián,Nicholas Sparks/Ramón González Férriz,4.15,spa,444,31,3,2005-04-01
3469,9780446691796,Nights in Rodanthe,Nicholas Sparks,3.84,en-US,212,1596,157,2004-08-01
3471,9780446606813,Message in a Bottle,Nicholas Sparks,3.96,en-GB,370,2755,218,1999-02-01
3473,9780446693806,A Walk to Remember,Nicholas Sparks,4.17,eng,240,555995,10173,2004-09-01
3476,9780142000205,Icy Sparks,Gwyn Hyman Rubio,3.7,eng,320,37936,1192,2001-03-08
3478,9780446676076,Message in a Bottle,Nicholas Sparks,3.96,eng,342,201488,3496,1999-12-01
3479,9780061136955,Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,3.98,eng,327,1967,66,2006-10-31
3483,9780670037773,Special Topics in Calamity Physics,Marisha Pessl,3.71,eng,514,32370,4212,2006-08-03
3491,9780767920742,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.03,eng,192,82,9,2006-02-14
3493,9780307264220,On Truth,Harry G. Frankfurt/Baruch Spinoza,3.52,en-US,112,790,99,2006-10-31
3507,9780312349486,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.15,eng,310,81381,1925,2006-06-20
3509,9780671524098,Sharp Edges,Jayne Ann Krentz,3.86,eng,368,2792,73,2004-07-27
3510,9780743210768,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.08,en-US,256,317,33,2001-12-31
3513,9780440420620,The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.85,eng,74,51,7,2005-06-14
3516,9780440420637,The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.77,eng,72,41,7,2005-07-12
3519,9780440420590,The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.54,eng,80,56,7,2005-05-10
3520,9780307264121,The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.43,eng,48,26,5,2002-04-09
3525,9781421505473,Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,eng,208,612,8,2006-09-12
3529,8987059752,The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.59,en-US,276,641,63,1996-09-01
3530,9781421505480,Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,4.09,eng,208,715,18,2006-12-12
3531,9780871235961,The Tutor's First Love,George MacDonald/Michael R. Phillips,4.08,eng,238,364,21,2000-07-01
3532,9780974607894,First Love,Ivan Turgenev/Constance Garnett,3.78,eng,124,5856,310,2004-09-01
3536,9780767916912,Love @ First Site,Jane Moore,3.41,en-US,368,910,74,2006-05-09
3545,9780373706402,First Love  Second Chance,Amanda Clark,3.73,eng,304,13,2,1995-02-22
3554,9781903582411,The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,3.5,eng,212,4,0,2003-04-28
3557,9780717801336,The Modern Prince and Other Writings,Antonio Gramsci,3.89,eng,192,118,9,1959-10-01
3562,9780553233704,Emily of New Moon (Emily  #1),L.M. Montgomery,4.1,eng,339,38411,1366,1983-04-01
3564,9780195421163,The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,4.24,eng,410,184,22,2004-11-04
3566,9780553565928,Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst,3.83,en-US,246,928,27,1994-11-01
3574,9780786180301,Anne of Avonlea,L.M. Montgomery/Susan O'Malley,4.23,eng,8,63,8,1998-12-01
3577,9780770422455,A Tangled Web,L.M. Montgomery,3.88,eng,288,3760,248,1989-08-01
3579,76783609419,The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,eng,2088,98611,1447,1998-10-06
3580,9780770422479,Pat of Silver Bush (Pat  #1),L.M. Montgomery,3.9,eng,288,6082,188,1988-06-01
3581,9780553212419,Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,4.47,eng,1059,24087,554,1986-08-26
3582,9780393059168,The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger,4.64,eng,1878,1411,54,2004-11-30
3583,9780393058000,The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger,4.53,eng,907,2203,32,2005-11-07
3584,9780471648796,The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,4.22,eng,244,2037,71,2006-03-01
3585,9781598870299,Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles,3.96,eng,6,18,4,2006-04-20
3587,9780871139474,Sherlock Holmes: The Unauthorized Biography,Nick Rennison,4.26,eng,304,29,6,2006-10-11
3593,9780743564670,Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24),NOT A BOOK,4,eng,0,7,2,2006-10-03
3595,9780448409573,The Mysteries of Sherlock Holmes,Arthur Conan Doyle/Paul Bachem,4.18,eng,218,119,8,1996-10-15
3597,9780517174968,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.33,eng,334,2184,87,2001-07-01
3599,9780743533959,The Unfortunate Tobacconist & Other Mysteries (Sherlock Holmes 1-6),NOT A BOOK,3.5,eng,0,12,1,2003-10-01
3603,9780470038321,Personal Finance For Dummies,Eric Tyson,3.77,en-GB,458,114,15,2006-10-01
3604,9780764525902,Personal Finance for Dummies,Eric Tyson/Rich Tennant,3.77,eng,454,925,92,2003-08-01
3631,9780449005576,Catching Alice,Clare Naylor,3.38,en-US,328,948,27,2000-10-31
3635,9781590522011,The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,4.26,eng,157,5044,316,2003-09-03
3636,9780385732550,The Giver (The Giver  #1),Lois Lowry,4.13,eng,208,1585589,56604,2006-01-24
3638,9780064401685,The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass,3.83,eng,192,2201,218,2019-04-02
3640,9780449904961,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.11,eng,288,1760,135,1989-11-29
3649,9780156011655,The Last Life,Claire Messud,3.56,eng,400,1426,201,2000-09-28
3650,9780330488150,The Hunters,Claire Messud,3.42,eng,200,406,64,2003-05-18
3651,9780964561106,When the World Was Steady,Claire Messud,3.17,eng,270,481,58,1995-09-01
3656,9781400097029,The Sea,John Banville,3.51,eng,195,19308,1803,2006-08-15
3657,9780307263117,The Sea,John Banville,3.51,eng,195,586,103,2005-12-07
3659,9780375725234,The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville,3.71,eng,220,3202,278,2001-06-12
3660,9780679736851,Athena (The Freddie Montgomery Trilogy #3),John Banville,3.66,eng,240,387,29,1996-05-28
3661,9780679737995,Doctor Copernicus  (The Revolutions Trilogy #1),John Banville,3.65,eng,242,583,60,1993-10-12
3664,9780375725302,Shroud (The Cleave Trilogy #2),John Banville,3.66,eng,257,974,81,2004-06-08
3665,9780330371858,Ghosts,John Banville,3.61,eng,244,33,3,1998-12-17
3679,9780143037743,On Beauty,Zadie Smith,3.73,eng,445,53736,3657,2006-08-29
3682,9780689875342,A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,3.79,eng,403,189652,8207,2003-12-09
3684,9780452287655,The Black Book of Hollywood Beauty Secrets,Kym Douglas/Cindy Pearlman,3.37,en-US,224,130,16,2006-12-01
3685,9780439228909,Black Beauty,Anna Sewell,3.96,eng,245,208684,3358,2003-03-01
3686,9780060572150,Truth and Beauty,Ann Patchett,3.94,eng,257,31134,2662,2005-04-05
3687,9780142004203,The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,4.11,en-US,816,170,21,2004-09-07
3688,9780143039105,Complete Short Stories,Graham Greene/Pico Iyer,4.17,eng,594,1122,69,2005-02-01
3690,9780142437308,The Power and the Glory,Graham Greene/John Updike,4,eng,222,25490,1585,2003-02-25
3692,9780099478423,The Heart of the Matter,Graham Greene,3.99,eng,272,21842,891,2004-10-07
3693,9780142437919,Orient Express,Graham Greene/Christopher Hitchens,3.46,eng,197,2064,220,2004-08-31
3695,9780143039723,Journey Without Maps,Graham Greene/Paul Theroux,3.6,eng,272,1139,70,2006-06-27
3698,9780143039020,The Quiet American,Graham Greene/Robert  Stone,3.97,eng,180,37620,2298,2004-08-31
3701,9780140186123,Collected Short Stories,Graham Greene,3.98,eng,368,295,22,1993-04-01
3705,9780140185331,The Third Man & The Fallen Idol,Graham Greene,3.77,eng,157,1322,109,1992-07-01
3707,9780671019099,The Tenth Man,Graham Greene,3.73,eng,160,2910,220,1998-02-01
3710,9780375703874,The Autograph Man,Zadie Smith,3.16,eng,347,9541,576,2003-06-17
3711,9780375703867,White Teeth,Zadie Smith,3.77,eng,448,102370,5677,2001-06-12
3717,9780385722223,Stranger than Fiction,Chuck Palahniuk,3.57,eng,233,18210,629,2005-05-10
3731,9780060586546,Great Short Works of Herman Melville,Herman Melville/Warner Berthoff,4.04,eng,512,424,13,2004-03-02
3732,9781567922691,Selected Poems of Herman Melville,Herman Melville/Robert Penn Warren,3.77,eng,512,12,3,2004-09-10
3733,9780940450097,Redburn / White-Jacket / Moby-Dick,Herman Melville/G. Thomas Tanselle,4.2,eng,1436,1031,72,1983-04-15
3734,9780940450240,Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville/Harrison Hayford,4.18,eng,1478,348,16,1985-04-01
3736,9780140431056,Redburn,Herman Melville/Harold Beaver,3.62,eng,448,545,53,1976-08-26
3738,9780940450004,Typee / Omoo / Mardi,Herman Melville/G. Thomas Tanselle,3.55,eng,1333,644,26,1982-05-06
3743,9780440416883,Harriet Spies Again (Harriet the Spy Adventures  #1),Helen Ericson,3.84,eng,256,1360,52,2003-08-26
3744,9780385327879,Harriet the Spy  Double Agent (Harriet the Spy Adventures),Maya Gold,3.8,eng,160,1,0,2005-09-13
3750,9780142002063,Moonraker (James Bond  #3),Ian Fleming,3.74,eng,247,15204,780,2002-12-31
3751,9780449235942,Moonraker's Bride,Madeleine Brent,4.31,eng,319,55,13,1978-06-12
3754,9780862731588,Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming,3.98,eng,862,0,0,1984-01-01
3758,9780142002025,Casino Royale (James Bond  #1),Ian Fleming,3.73,eng,181,48961,2823,2002-08-27
3759,9780142002049,Goldfinger (James Bond  #7),Ian Fleming,3.8,eng,264,16055,639,2002-08-27
3762,9780142003251,On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,3.96,eng,326,14108,428,2003-09-02
3765,9780142003299,Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,3.55,eng,120,5074,211,2004-04-06
3768,9780142002155,Book of Sketches,Jack Kerouac/George Condo,3.8,eng,432,572,43,2006-04-04
3769,9780141184883,The Dharma Bums,Jack Kerouac,3.92,en-GB,204,1361,77,2000-08-03
3770,9781904634003,Book of Haikus,Jack Kerouac,3.91,eng,200,25,5,2004-03-02
3774,9780141184890,The Subterraneans,Jack Kerouac,3.68,eng,192,426,42,2007-09-06
3776,9781842552476,Ballet Shoes,Noel Streatfeild,4.07,eng,184,210,26,2004-12-23
3782,9780679854340,Theater Shoes (Shoes  #4),Noel Streatfeild/Diane Goode,4.02,eng,272,4461,158,1994-11-15
3784,9780440458159,Movie Shoes (Shoes  #6),Noel Streatfeild,4,eng,239,1351,32,1984-05-01
3787,9780192752536,Party Shoes (Shoes  #5),Noel Streatfeild,3.64,en-US,243,430,33,2002-09-01
3788,9780440486879,Thursday's Child (Margaret Thursday  #1),Noel Streatfeild,3.98,eng,256,1059,38,1985-12-01
3797,9781405088565,Miss Happiness and Miss Flower,Rumer Godden/Gary Blythe,4.27,eng,104,913,66,2006-09-01
3798,9780330489997,The River,Rumer Godden,3.95,eng,128,377,54,2004-04-16
3799,9780330442558,The Dolls' House,Rumer Godden/Christian Birmingham,4.01,eng,153,1410,73,2006-11-03
3801,9780688117221,China Court: The Hours of a Country House,Rumer Godden,3.97,eng,358,516,77,1993-12-31
3803,9780330367479,Rumer Godden,Anne Chisholm,3.82,eng,335,9,5,1999-06-11
3805,9781841156736,The Corrections,Jonathan Franzen,3.79,eng,653,133237,7468,2002-09-02
3806,9781589971288,Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel/Stormie Omartian,3.93,en-US,367,1094,87,2010-03-31
3815,9780446679220,Original Sin (Adam Dalgliesh #9),P.D. James,3.91,eng,511,6736,297,2005-12-02
3818,9780830826056,Original Sin: Illuminating the Riddle,Henri Blocher,3.68,eng,158,64,16,2000-10-02
3820,9780505523242,An Original Sin,Nina Bangs,3.75,eng,394,369,16,1999-07-01
3822,761568107371,Aliens: Original Sin,Michael Jan Friedman,3.71,eng,256,247,18,2005-10-26
3825,9780345446664,Death in Holy Orders (Adam Dalgliesh  #11),P.D. James/Christa Seibicke,3.92,eng,429,9847,516,2002-03-26
3826,9780307275738,The Lighthouse (Adam Dalgliesh #13),P.D. James,3.81,eng,383,10651,711,2006-10-10
3827,9780571204106,Unnatural Causes (Adam Dalgliesh #3),P.D. James,3.94,eng,218,9258,330,2002-05-20
3828,9780571204205,Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,3.99,eng,306,8045,265,2002-05-20
